web-scraper-order,web-scraper-start-url,containers_links,containers_links-href,type,prix,adresse,image_lien -src
"1752804010-271","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2646040","Chaussures Enfants","5 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1752804012-272","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2655658","Chaussures Enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752804015-273","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2658953","Chaussures Enfants","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752804017-274","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2658958","Chaussures Enfants","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1752804020-275","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2671653","Chaussures Enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752804022-276","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2686221","Chaussures Enfants","3 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752804025-277","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2705566","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752804027-278","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2710760","Chaussures Enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1752804030-279","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-adidas-yeezy-2717389","Chaussures Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2717389_uploaded_image1_1603638267.jpg"
"1752804032-280","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","2 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2720321","Chaussures Enfants","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752804034-281","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","8 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-2726067","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752804037-282","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2726794","Chaussures Enfants","Prix sur demande","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106484_uploaded_image1_1620567535.jpg"
"1752804039-283","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2732252","Chaussures Enfants","10 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2749342_uploaded_image1_1604925569.jpg"
"1752804042-284","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","2 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2733477","Chaussures Enfants","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752804044-285","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2734509","Chaussures Enfants","3 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1752804046-286","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2734564","Chaussures Enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752804049-287","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","12 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2735476","Chaussures Enfants","12 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg"
"1752804051-288","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2738977","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1752804054-289","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","7 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2740383","Chaussures Enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752804056-290","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","7 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2740384","Chaussures Enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752804059-291","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2744527","Chaussures Enfants","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3543253_uploaded_image1_1643397434.jpg"
"1752804061-292","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2747212","Chaussures Enfants","15 000 CFA","Hann Bel-Air, Hann / Bel Air (Dakar), Sénégal","https://images.coinafrique.com/thumb_2747212_uploaded_image1_1604838947.jpg"
"1752804063-293","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2749342","Chaussures Enfants","10 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2749342_uploaded_image1_1604925569.jpg"
"1752804066-294","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2749776","Chaussures Enfants","15 000 CFA","Kolda, Sénégal","https://images.coinafrique.com/thumb_2749776_uploaded_image1_1604935997.jpg"
"1752804068-295","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","7 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2752111","Chaussures Enfants","7 500 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg"
"1752804071-296","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-dete-enfants-2752129","Chaussures Enfants","3 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1752804073-297","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","2 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2752137","Chaussures Enfants","2 500 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg"
"1752804075-298","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","2 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-de-sport-enfants-2752149","Chaussures Enfants","2 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2752149_uploaded_image1_1605019568.jpg"
"1752804078-299","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","2 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2762753","Chaussures Enfants","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2762753_uploaded_image1_1605397699.jpg"
"1752804080-300","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2765779","Chaussures Enfants","10 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1752804083-301","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2772383","Chaussures Enfants","15 000 CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3047906_uploaded_image1_1617901111.jpg"
"1752804085-302","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","13 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2772389","Chaussures Enfants","13 000 CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3047906_uploaded_image1_1617901111.jpg"
"1752804088-303","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","22 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-2789511","Chaussures Enfants","22 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3048378_uploaded_image1_1617915277.jpg"
"1752804090-304","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2795343","Chaussures Enfants","6 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2795343_uploaded_image1_1606666445.jpg"
"1752804098-305","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2795704","Chaussures Enfants","3 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2795704_uploaded_image1_1606681411.jpg"
"1752804101-306","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2797680","Chaussures Enfants","10 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1752804103-307","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2798841","Chaussures Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752804106-308","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","3 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2801602","Chaussures Enfants","3 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1752804108-309","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","2 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2802614","Chaussures Enfants","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1752804110-310","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-2810613","Chaussures Enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1752804113-311","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-friperie-enfant-2812377","Chaussures Enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1752804115-312","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","5 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-friperie-enfants-2812381","Chaussures Enfants","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1752804118-313","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-puma-adidas-2818578","Chaussures Enfants","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg"
"1752804120-314","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfants-2822660","Chaussures Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752804122-315","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-2830947","Chaussures Enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1752804125-316","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2831294","Chaussures Enfants","10 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2831294_uploaded_image1_1607984493.jpg"
"1752804127-317","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-pour-enfants-2837971","Chaussures Enfants","10 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2837971_uploaded_image1_1608232681.jpg"
"1752804130-318","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","2 500CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2847269","Chaussures Enfants","2 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1752804132-319","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2862808","Chaussures Enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1752804134-320","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2867107","Chaussures Enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1752804137-321","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2883672","Chaussures Enfants","25 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1752804139-322","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2883679","Chaussures Enfants","25 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1752804141-323","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","30 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2896647","Chaussures Enfants","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1752804144-324","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","1 000CFA","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-fille-2905159","Chaussures Enfants","1 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3848408_uploaded_image1_1661541004.jpg"
"1752804146-325","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2924609","Chaussures Enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
